id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1491187078629003266,1491187078629003266,1644361679000.0,2022-02-08 15:07:59,-700,,When you've lost #California....:   https://t.co/aIVjKACiOy #MaskMandate #CCPVirus #coronavirus #COVID19 #BidenAdministration CC #CDC #Fauci,en,"['california', 'maskmandate', 'ccpvirus', 'coronavirus', 'covid19', 'bidenadministration', 'cdc', 'fauci']",[],790546093,790546093,AlanTonelson,(((Alan Tonelson))),2,15,https://twitter.com/AlanTonelson/status/1491187078629003266,['https://www.cnn.com/2022/02/07/us/california-indoor-mask-mandate-ending/index.html'],[],0,,False,0,0,0,,#CCPVirus,,,,,,,[],,,,
1491162623572086784,1491162623572086784,1644355848000.0,2022-02-08 13:30:48,-700,,"Besides #coronavirus, #CCPVirus is affecting many. Read to find out. @asthana_shashi     https://t.co/wjjYeDtg4W",en,"['coronavirus', 'ccpvirus']",[],3648463632,3648463632,asthana_shashi,Major General Shashi Bhushan Asthana (Veteran),2,13,https://twitter.com/asthana_shashi/status/1491162623572086784,['https://www.theepochtimes.com/chinese-student-in-canada-persecuted-by-ccp-for-her-faith-sends-open-letter-to-justin-trudeau-amidst-beijing-olympics_4261777.html'],[],0,,False,1,0,1,,#CCPVirus,,,,,,,[],,,,
1491145399524274176,1489612215619829761,1644351742000.0,2022-02-08 12:22:22,-700,,@CarlZha ☭ Genocide #chinacheats #CCPPonziGame #CCPVirus,es,"['chinacheats', 'ccpponzigame', 'ccpvirus']",[],1239975227695734785,1239975227695734785,Chikenwang4,Chikenwang,2,12,https://twitter.com/Chikenwang4/status/1491145399524274176,[],[],0,,False,0,0,0,,#CCPVirus,,,,,,,"[{'screen_name': 'CarlZha', 'name': 'Carl Zha', 'id': '65172298'}]",,,,
1491144460440604675,1491144460440604675,1644351518000.0,2022-02-08 12:18:38,-700,,"When justice comes,  #justdoingmyjob must not be an accepted defence  Every single Human that carries out atrocity on their countymen should pay dearly  #Canada #TrudeauDictatorship #China #CCP #CCPVirus #TruckersConvoy",en,"['justdoingmyjob', 'canada', 'trudeaudictatorship', 'china', 'ccp', 'ccpvirus', 'truckersconvoy']",[],1465236285526880260,1465236285526880260,GuyFawkes1111,Guy Fawkes 🗽,2,12,https://twitter.com/GuyFawkes1111/status/1491144460440604675,[],[],0,,False,0,0,0,https://twitter.com/ezralevant/status/1490819892169383941,#CCPVirus,,,,,,,[],,,,
1491144378483904514,1491144378483904514,1644351498000.0,2022-02-08 12:18:18,-700,,"When justice comes,  #justdoingmyjob must not be an accepted defence  Every single Human that carries out atrocity on their countymen should pay dearly  #Canada #TrudeauDictatorship #China #CCP #CCPVirus #TruckersConvoy",en,"['justdoingmyjob', 'canada', 'trudeaudictatorship', 'china', 'ccp', 'ccpvirus', 'truckersconvoy']",[],1465236285526880260,1465236285526880260,GuyFawkes1111,Guy Fawkes 🗽,2,12,https://twitter.com/GuyFawkes1111/status/1491144378483904514,[],[],0,,False,0,0,0,https://twitter.com/ZubyMusic/status/1491068421366497281,#CCPVirus,,,,,,,[],,,,
1491143847526940672,1491143847526940672,1644351372000.0,2022-02-08 12:16:12,-700,,#CCPVirus,und,['ccpvirus'],[],1466726792983580673,1466726792983580673,XdelaC,XdelaCruz ✝️ 🇵🇭 ⚔️ 🌻,2,12,https://twitter.com/XdelaC/status/1491143847526940672,[],[],0,,False,0,0,0,https://twitter.com/SuzanneEvans1/status/1491064297820422145,#CCPVirus,,,,,,,[],,,,
1491140154186407936,1490313195147329537,1644350491000.0,2022-02-08 12:01:31,-700,,@anjielika911 @surajsilwal991 @hookionqin @rajeshphit @globaltimesnews @HuXijin_GT Argument can be a done with a logical person not a brainwashed spineless slave of CCP. First break the Chain and enslavr yourself. Then come for argument.  #CCPVirus,en,['ccpvirus'],[],1461156352588275713,1461156352588275713,Shanuview,Shanu,2,12,https://twitter.com/Shanuview/status/1491140154186407936,[],[],0,,False,0,1,0,,#CCPVirus,,,,,,,"[{'screen_name': 'anjielika911', 'name': 'anjielika', 'id': '1480130544838987776'}, {'screen_name': 'surajsilwal991', 'name': 'Surajsilwal991', 'id': '1489286954638536704'}, {'screen_name': 'hookionqin', 'name': '连烟万重山', 'id': '2907844184'}, {'screen_name': 'rajeshphit', 'name': 'Rajesh Purohit', 'id': '42593755'}, {'screen_name': 'globaltimesnews', 'name': 'Global Times', 'id': '49616273'}, {'screen_name': 'HuXijin_GT', 'name': 'Hu Xijin 胡锡进', 'id': '2775998016'}]",,,,
1491137119091568640,1491137119091568640,1644349767000.0,2022-02-08 11:49:27,-700,,"💣  Uno dei coordinatori della pandemia in Israele, Cyrille Cohen, ammette che HANNO SBAGLIATO! IL VACCINATO È UGUALE A UN NON VACCINATO!‼️ （1）  #辉瑞疫苗  #疫苗大屠殺  #CCPVirus #COVID19 #中共不等于中国人  #ccp≠chinese #TakeDownTheCCP  #NoGreenPass  #NoCorrelation  https://t.co/t9dKBj7y0R",it,"['辉瑞疫苗', '疫苗大屠殺', 'ccpvirus', 'covid19', '中共不等于中国人', 'ccp', 'takedowntheccp', 'nogreenpass', 'nocorrelation']",[],1308560985305776136,1308560985305776136,zisuhuasheng,zishuhuasheng（意农特战队）,2,11,https://twitter.com/zisuhuasheng/status/1491137119091568640,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1491137073654472706/pu/img/aJPZqmggcShTvT_z.jpg,False,2,1,0,,#CCPVirus,,,,,,,[],,,,
1491133821919850498,1491133821919850498,1644348981000.0,2022-02-08 11:36:21,-700,,正在毒害所有儿童，巴西，2022 年 2 月 无知的父母将他们的孩子献给撒旦，儿童是我们的未来，看看他们想要什么，这是一个出生贫穷的小女孩被系统毒害的悲惨结局，小女孩死了 #儿童 #疫苗大屠殺 #CCPVirus #COVID19 #中共不等于中国人 #ccp≠chinese #TakeDownTheCCP  #NoGreenPass  #NoCorrelation  https://t.co/ctlT5zjGg6,zh,"['儿童', '疫苗大屠殺', 'ccpvirus', 'covid19', '中共不等于中国人', 'ccp', 'takedowntheccp', 'nogreenpass', 'nocorrelation']",[],1308560985305776136,1308560985305776136,zisuhuasheng,zishuhuasheng（意农特战队）,2,11,https://twitter.com/zisuhuasheng/status/1491133821919850498,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1491133781583011845/pu/img/ZotBEagO24kAXXRz.jpg,False,1,0,0,,#CCPVirus,,,,,,,[],,,,
1491133318217486336,1491133318217486336,1644348861000.0,2022-02-08 11:34:21,-700,,"Dois anos após sua morte, o médico chinês que tentou alertar à China sobre o Coronavírus é lembrado, sua memória continua sendo fonte de raiva e esperança para muitos chineses. #CCPvirus  https://t.co/h5hTfZrZre",pt,['ccpvirus'],[],4846827886,4846827886,laurinhapoa,Laura Macedo,2,11,https://twitter.com/laurinhapoa/status/1491133318217486336,['https://www.nytimes.com/2022/02/07/world/asia/chinese-doctor-li-wenliang-covid-warning.html'],[],0,,False,0,0,0,,#CCPVirus,,,,,,,[],,,,
