id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1501684801505431557,1501667011692097537,1646864531000.0,2022-03-09 14:22:11,-700,,"@jenshirt The UK data, best in the world, says she is an EVIL LYING you know what. #NurembergTrialsForCovid  https://t.co/fcH9oDIiYO",en,['nurembergtrialsforcovid'],[],942827817766674432,942827817766674432,Canuckistan2022,DEATH before Digital IDs,3,14,https://twitter.com/Canuckistan2022/status/1501684801505431557,[],"['https://pbs.twimg.com/media/FNcOROyUYAI9Nzf.jpg', 'https://pbs.twimg.com/media/FNcORPkVkAAkoVY.jpg', 'https://pbs.twimg.com/media/FNcORP6VUAAW6qD.jpg']",1,https://pbs.twimg.com/media/FNcOROyUYAI9Nzf.jpg,False,0,0,0,,#nurembergtrialsforcovid,,,,,,,"[{'screen_name': 'jenshirt', 'name': 'Bullets’n’Bacon', 'id': '2174607272'}]",,,,
1501684630474223617,1501684630474223617,1646864490000.0,2022-03-09 14:21:30,-700,,We will remember #NurembergTrialsForCovid,en,['nurembergtrialsforcovid'],[],1276033642276384768,1276033642276384768,NB_eleveneleven,Nicola,3,14,https://twitter.com/NB_eleveneleven/status/1501684630474223617,[],[],0,,False,0,0,0,https://twitter.com/MartinKulldorff/status/1501523903243558919,#nurembergtrialsforcovid,,,,,,,[],,,,
1501681751474974725,1501681751474974725,1646863804000.0,2022-03-09 14:10:04,-700,,#ReinerFuellmich #NurembergTrialsForCovid #BigPharma  https://t.co/FqIZj1xuHH,und,"['reinerfuellmich', 'nurembergtrialsforcovid', 'bigpharma']",[],172904280,172904280,flippinecc,flippinecc,3,14,https://twitter.com/flippinecc/status/1501681751474974725,[],['https://pbs.twimg.com/media/FNcLlmmVgAIYaf-.jpg'],1,https://pbs.twimg.com/media/FNcLlmmVgAIYaf-.jpg,False,2,0,1,https://twitter.com/flippinecc/status/1501618789590478851,#nurembergtrialsforcovid,,,,,,,[],,,,
1501680100798087170,1501680100798087170,1646863410000.0,2022-03-09 14:03:30,-700,,Pfizer mintio !!  #Genocidio #Pfizergate #pfizerdocuments #PfizerLeak #Criminals #COVID19 #NurembergTrialsForCovid #nurembergcode,de,"['genocidio', 'pfizergate', 'pfizerdocuments', 'pfizerleak', 'criminals', 'covid19', 'nurembergtrialsforcovid', 'nurembergcode']",[],39505851,39505851,Oye_YPerry,TheDude,3,14,https://twitter.com/Oye_YPerry/status/1501680100798087170,[],[],0,,False,0,0,0,https://twitter.com/afshineemrani/status/1501591641185931266,#nurembergtrialsforcovid,,,,,,,[],,,,
1501675391626489867,1501668586687016974,1646862287000.0,2022-03-09 13:44:47,-700,,"@ValValpuriam masking a population is #MassFormationPsychosis , any doctors who disagree need their licenses revoked, and face justice: #grandjury  #NurembergTrialsForCovid  #Nuremberg2  #Nuremberg2ticktock",en,"['massformationpsychosis', 'grandjury', 'nurembergtrialsforcovid', 'nuremberg2', 'nuremberg2ticktock']",[],517322759,517322759,DanDvl,Dvl,3,13,https://twitter.com/DanDvl/status/1501675391626489867,[],[],0,,False,1,0,0,,#nurembergtrialsforcovid,,,,,,,"[{'screen_name': 'ValValpuriam', 'name': 'Bootlickin’ Brian Lilley', 'id': '2865410130'}]",,,,
1501672483803521027,1501605934262407171,1646861594000.0,2022-03-09 13:33:14,-700,,@Deeval33 arrest them all #CrimesAgainstHumanity  #NurembergTrialsForCovid  #grandjury,en,"['crimesagainsthumanity', 'nurembergtrialsforcovid', 'grandjury']",[],517322759,517322759,DanDvl,Dvl,3,13,https://twitter.com/DanDvl/status/1501672483803521027,[],[],0,,False,2,0,1,,#nurembergtrialsforcovid,,,,,,,"[{'screen_name': 'Deeval33', 'name': 'Dee to the V', 'id': '3556193720'}]",,,,
1501671855752679429,1501671855752679429,1646861444000.0,2022-03-09 13:30:44,-700,,#NurembergTrialsForCovid,und,['nurembergtrialsforcovid'],[],17797654,17797654,bakelso,barbara kelso,3,13,https://twitter.com/bakelso/status/1501671855752679429,[],[],0,,False,0,0,0,https://twitter.com/afshineemrani/status/1501591641185931266,#nurembergtrialsforcovid,,,,,,,[],,,,
1501666156184223747,1501666156184223747,1646860085000.0,2022-03-09 13:08:05,-700,,#Mundo @MinSaludCol @IvanDuque  #Colombia #NurembergTrialsForCovid,und,"['mundo', 'colombia', 'nurembergtrialsforcovid']",[],1334686400625651713,1334686400625651713,patrici87868746,@patricio,3,13,https://twitter.com/patrici87868746/status/1501666156184223747,[],[],0,,False,0,0,0,https://twitter.com/kintsukuroi_81/status/1501637609357025284,#nurembergtrialsforcovid,,,,,,,[],,,,
1501664768117166083,1501664768117166083,1646859754000.0,2022-03-09 13:02:34,-700,,Finally a news talking about the #VaccineSideEffects #pfizerdocuments #CrimesAgainstHumanity #NurembergTrialsForCovid #EndAllMandates,en,"['vaccinesideeffects', 'pfizerdocuments', 'crimesagainsthumanity', 'nurembergtrialsforcovid', 'endallmandates']",[],1325488623857397764,1325488623857397764,ZephreneW,zephrene,3,13,https://twitter.com/ZephreneW/status/1501664768117166083,[],[],0,,False,1,0,0,https://twitter.com/backtolife_2022/status/1501661051053559817,#nurembergtrialsforcovid,,,,,,,[],,,,
1501663536078278656,1501638414613245952,1646859461000.0,2022-03-09 12:57:41,-700,,@lajamfam #NurembergTrialsForCovid,und,['nurembergtrialsforcovid'],[],968751482337222656,968751482337222656,stevenyoungqld,Some One,3,12,https://twitter.com/stevenyoungqld/status/1501663536078278656,[],[],0,,False,0,0,0,,#nurembergtrialsforcovid,,,,,,,"[{'screen_name': 'lajamfam', 'name': 'Lisa James 🌸🍀', 'id': '26467668'}]",,,,
