date,user_id,username,language,tweet,hashtags,nlikes,nreplies,nretweets,reply_to
2022-03-07 14:40:41,1194957349,beachvetlbc,en,"Have you missed the origins of covid debate &amp; #lableak entirely? No, it is not how medicine advances...it is how global pandemics start. 🙄",['lableak'],1,0,1,[]
2022-03-07 13:40:12,796203645314310148,pgdifrancesco,en,"This is another clue that this virus is not natural but a man made and lab leak. Natural things cannot be so aggressive and dangerous straight away, they need to develop and eventually get there. #COVID #lableak #zoonosis","['covid', 'lableak', 'zoonosis']",0,0,0,[]
2022-03-07 13:00:06,4360328592,karlvanover,en,"Shhh! This is an example of how reality can damage the ""approved #NeoMarxist narrative""!   Reps. Comer, Jordan expose new #Fauci emails, point to COVID-19 #lableak 'cover up'  https://t.co/ljm4wR47hu #FoxNews #Socialism @POTUS @VP @TheDemocrats #JoeBiden #KamalaHarris #DNC @DNC","['neomarxist', 'fauci', 'lableak', 'foxnews', 'socialism', 'joebiden', 'kamalaharris', 'dnc']",0,0,0,[]
2022-03-07 06:59:43,248859211,WhiteCoatWaste,en,“Hard earned American taxpayer dollars should not be going…to labs that are controlled by the Chinese Communist Party.”  THANK YOU @GReschenthaler for working with WCW to INVESTIGATE the #WuhanLab &amp; COVID-19 origin #LabLeak 👏  https://t.co/rFotRAsMNG,"['wuhanlab', 'lableak']",13,1,4,[]
2022-03-07 06:52:10,1006204277155561472,medikaltercume,en,"@Shoshin41734407 @OpIndia_com ""two biological warfare labs in Kiev &amp; Odessa"" #lableak  https://t.co/rnKObODnUz",['lableak'],0,0,0,"[{'screen_name': 'Shoshin41734407', 'name': 'Shoshin', 'id': '1416682119661854726'}, {'screen_name': 'OpIndia_com', 'name': 'OpIndia.com', 'id': '74980737'}]"
2022-03-07 02:46:00,2816046234,BeauxReliosis,en,"Exactly what was done with #LymeDisease. Would a confirmed #lableak origin of C19 lend credibility to the idea that #Lyme came from Plum Island? Journalists have utterly failed the public—asking the wrong questions  of the wrong people, further marginalizing the victims.","['lymedisease', 'lableak', 'lyme']",8,0,3,[]
2022-03-07 01:53:13,274874110,CreativeFrubser,nl,"3,3% hart en vaat ziekten.. fuuuccckk wat een aantallen! The shit has hit the fan. Iedereen, blijf kijken naar Putin. Erg he wat daar gebeurd!! #afleiding #lableak #WEFGate","['afleiding', 'lableak', 'wefgate']",0,0,0,[]
2022-03-07 01:14:45,1230089373103771648,michaelkhalsat1,en,"Scientists released a pair of studies on Saturday that once again reprise the assertion that the #COVID19  pandemic began in a Wuhan market, not a lab. Case closed then, right?  #Wuhan #LabLeak #Covid #Pandemic  https://t.co/1PyPKvxx3J","['covid19', 'wuhan', 'lableak', 'covid', 'pandemic']",0,0,0,[]
2022-03-06 18:05:25,190377097,ToddPronovost,en,#Wuhan #LabLeak #Covid The Story Changes Again  https://t.co/2BUBmNyoaN via @YouTube,"['wuhan', 'lableak', 'covid']",0,0,0,[]
2022-03-06 13:08:06,1194957349,beachvetlbc,en,"@iMac24666401 @RussianEmbassy @mfa_russia @RusEmbUSA @RusembUkraine @mod_russia @rusembassynl @BBCWorld @guardian @GBNEWS @itvnews @REESOxford A year ago #lableak was a crackpot idea, crackpot.",['lableak'],0,0,0,"[{'screen_name': 'iMac24666401', 'name': 'Senātus Populusque Rōmānus', 'id': '964805029'}, {'screen_name': 'RussianEmbassy', 'name': 'Russian Embassy, UK', 'id': '114718372'}, {'screen_name': 'mfa_russia', 'name': 'MFA Russia 🇷🇺', 'id': '255471924'}, {'screen_name': 'RusEmbUSA', 'name': 'Russian Embassy in USA 🇷🇺', 'id': '1267887043'}, {'screen_name': 'RusembUkraine', 'name': 'RusEmbassy Ukraine', 'id': '1256490685'}, {'screen_name': 'mod_russia', 'name': 'Минобороны России', 'id': '2742078001'}, {'screen_name': 'rusembassynl', 'name': 'Russian Embassy in NL🇷🇺🇳🇱', 'id': '3256927757'}, {'screen_name': 'BBCWorld', 'name': 'BBC News (World)', 'id': '742143'}, {'screen_name': 'guardian', 'name': 'The Guardian', 'id': '87818409'}, {'screen_name': 'GBNEWS', 'name': 'GB News', 'id': '1339166129110065152'}, {'screen_name': 'itvnews', 'name': 'ITV News', 'id': '21866939'}, {'screen_name': 'REESOxford', 'name': 'Oxford University Russian & East European Studies', 'id': '1856942821'}]"
