id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1503520746483638276,1503520746483638276,1647302254000.0,2022-03-14 16:57:34,-0700,,Who would have thought 🙄 #plandemic,en,['plandemic'],[],24226774,24226774,ChiaraOHuhu,Chiara,1,16,https://twitter.com/ChiaraOHuhu/status/1503520746483638276,[],[],0,,False,0,0,0,https://twitter.com/jkcainey/status/1503443018044616707,#plandemic,,,,,,,[],,,,
1503520410872455168,1503520410872455168,1647302174000.0,2022-03-14 16:56:14,-0700,,#PCRTests can’t distinguish between a normal flu &amp; #covid. Even the inventor of the PCR test stated this before he was mysteriously killed at onset of  #pandemic Faulty tests = faulty case numbers = no pandemic = rather a #plandemic Why is the #Australian Govt still using them?  https://t.co/FTkhOD4N7b,en,"['pcrtests', 'covid', 'pandemic', 'plandemic', 'australian']",[],1332961299513282562,1332961299513282562,LorriganMichael,Michael Lorrigan,1,16,https://twitter.com/LorriganMichael/status/1503520410872455168,[],['https://pbs.twimg.com/media/FN2T172aQAEIyuG.jpg'],1,https://pbs.twimg.com/media/FN2T172aQAEIyuG.jpg,False,3,1,1,,#plandemic,,,,,,,[],,,,
1503519309062184966,1503519309062184966,1647301911000.0,2022-03-14 16:51:51,-0700,,"This is all designed to create the #GreatReset   We already know #COVID19 was a #Plandemic, and no one was held accountable.   So, here we go again.   Need to stop these people!",en,"['greatreset', 'covid19', 'plandemic']",[],1976757446,1976757446,MAGA_Len,🦌𝓟𝓻𝓸𝓾𝓭 🇺🇸𝓟𝓪𝓽𝓻𝓲𝓸𝓽,1,16,https://twitter.com/MAGA_Len/status/1503519309062184966,[],[],0,,False,0,0,0,https://twitter.com/MarketsCafe/status/1503494695363751939,#plandemic,,,,,,,[],,,,
1503515907934535680,1503515907934535680,1647301101000.0,2022-03-14 16:38:21,-0700,,Goldman Sachs Asks Employees 2 Return 2 Office 5 Days A Week-#Plandemic-Goldman Sachs will demand staff return 2 office 5 days a week-After CEO David Solomon branded working from home 'an aberration'-Even after rival investment banks embraced...    https://t.co/VcnzZsWK4L,en,['plandemic'],[],1049787267487813633,1049787267487813633,TrueCrimePoli,66613Skunky13,1,16,https://twitter.com/TrueCrimePoli/status/1503515907934535680,['https://mol.im/a/10612767'],[],0,,False,0,0,0,,#plandemic,,,,,,,[],,,,
1503510564047368198,1503510564047368198,1647299827000.0,2022-03-14 16:17:07,-0700,,"This is how I feel about the #Plandemic #BioWeapons #Ukraine and the rest of it. There is nothing we can do. We are all ponds on the chess board of life. Might as well drink whisky, make music, and pretend this is the life you envisioned as a kid.   https://t.co/iubv5l4Swv",en,"['plandemic', 'bioweapons', 'ukraine']",[],57420503,57420503,elijahshepard,Elijah Shepard,1,16,https://twitter.com/elijahshepard/status/1503510564047368198,['https://youtu.be/pFptt7Cargc'],[],0,,False,0,0,0,,#plandemic,,,,,,,[],,,,
1503506123415977989,1503506123415977989,1647298768000.0,2022-03-14 15:59:28,-0700,,#Plandemic  https://t.co/VYKzfayokG,und,['plandemic'],[],1387545319,1387545319,ASUUte,Ute Devil,1,15,https://twitter.com/ASUUte/status/1503506123415977989,[],['https://pbs.twimg.com/media/FN2G2G6VcAATj0p.jpg'],1,https://pbs.twimg.com/media/FN2G2G6VcAATj0p.jpg,False,2,0,0,,#plandemic,,,,,,,[],,,,
1503505785032265732,1503505785032265732,1647298687000.0,2022-03-14 15:58:07,-0700,,Australian government using radiation weapons on their own people during Canberra Protests. There is me thinking I'm aware of what's going on outside of MSM and then I see this. No wonder They are trying hard to keep this one covered up. #Australia #WW3 #plandemic #Floods2022  https://t.co/B9NHdO5PO4,en,"['australia', 'ww3', 'plandemic', 'floods2022']",[],1224508339398369280,1224508339398369280,BlastNutra,Bruno,1,15,https://twitter.com/BlastNutra/status/1503505785032265732,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1503505706275770376/pu/img/FbGzShny0kg5vvtE.jpg,False,0,2,1,,#plandemic,,,,,,,[],,,,
1503505391472193539,1503505391472193539,1647298593000.0,2022-03-14 15:56:33,-0700,,#plandemic #Ukraine️ #Zalensky #NWOwefGlobalReset  https://t.co/vr54hVq0nb,und,"['plandemic', 'ukraine️', 'zalensky', 'nwowefglobalreset']",[],1598868198,1598868198,actionfigfranco,Ital Man,1,15,https://twitter.com/actionfigfranco/status/1503505391472193539,[],['https://pbs.twimg.com/media/FN2GL35X0AQqzdf.jpg'],1,https://pbs.twimg.com/media/FN2GL35X0AQqzdf.jpg,False,2,0,0,,#plandemic,,,,,,,[],,,,
1503501704591024135,1503501704591024135,1647297714000.0,2022-03-14 15:41:54,-0700,,"Those that did the work, read the documents, the financial plans, the patents, etc. KNEW. they did not have to be psychics or lucky guessers. Let’s wise up and learn from them: Do Your Own Research! Great PRE-Covid-era #plandemic exposé in the link.",en,['plandemic'],[],1447765680930045955,1447765680930045955,tahiniok,Tahini,1,15,https://twitter.com/tahiniok/status/1503501704591024135,[],[],0,,False,0,0,0,https://twitter.com/JimHawk67327371/status/1503246991815446534,#plandemic,,,,,,,[],,,,
1503499184791597062,1503084052319977478,1647297113000.0,2022-03-14 15:31:53,-0700,,"@RobThomas14 I've called you (&amp; others who support this fraudulent #Plandemic) ""fraudulent""  Which as per, you are by promoting the jab.  I do believe (with no actual evidence, as per usual with leftists nutjobs), that you've called me ""RACIST"" an number of times 😉",en,['plandemic'],[],1381360932740341766,1381360932740341766,412T1DAV,Blank,1,15,https://twitter.com/412T1DAV/status/1503499184791597062,[],[],0,,False,0,1,0,,#plandemic,,,,,,,"[{'screen_name': 'RobThomas14', 'name': 'Rob Thomas', 'id': '302915970'}]",,,,
1503498343925878790,1503498343925878790,1647296913000.0,2022-03-14 15:28:33,-0700,,A breakdown of how much blood is on @Tony4WI’s hands. #Plandemic #wigov #wipolitics #wiright #wiunion #FireEvers,en,"['plandemic', 'wigov', 'wipolitics', 'wiright', 'wiunion', 'fireevers']",[],1462502573429202946,1462502573429202946,JR_in_the_414,Incognito Man,1,15,https://twitter.com/JR_in_the_414/status/1503498343925878790,[],[],0,,False,1,0,0,https://twitter.com/SpudLovr/status/1503394269809111049,#plandemic,,,,,,,[],,,,
1503495091939291136,1503495089099878407,1647296138000.0,2022-03-14 15:15:38,-0700,,"The article says ""#Pfizer CEO Albert Bourla said on Sunday that a fourth dose of the #COVID19 #vaccine will be necessary to continue to help keep hospitalizations manageable and sicknesses more mild""  &gt;  https://t.co/4HLy86lyby #Plandemic",en,"['pfizer', 'covid19', 'vaccine', 'plandemic']",[],103144765,103144765,darkpoltweeter,Dark Politricks,1,15,https://twitter.com/darkpoltweeter/status/1503495091939291136,['https://thehill.com/policy/healthcare/598026-pfizer-ceo-says-a-fourth-booster-shot-is-necessary'],[],0,,False,0,0,0,,#plandemic,,,,,,,[],,,,
1503493560020131840,1503493560020131840,1647295772000.0,2022-03-14 15:09:32,-0700,,"For those who are aware, those who are awake and know the plans of the global agendas this is not just a tweet, this is Far from over... Don't get to relaxed.. ¿Are you ready for the next #plandemic?  https://t.co/midP5dcZm2",en,['plandemic'],[],1198709370,1198709370,JeanValljeann,Gatsby.,1,15,https://twitter.com/JeanValljeann/status/1503493560020131840,[],['https://pbs.twimg.com/media/FN17bB_XMAE384A.jpg'],1,https://pbs.twimg.com/media/FN17bB_XMAE384A.jpg,False,1,0,0,,#plandemic,,,,,,,[],,,,
1503483747500449801,1503483747500449801,1647293433000.0,2022-03-14 14:30:33,-0700,,#FreakOut Fauci says 'we don't know' what is 2 come 4 Covid vaccines-4th Covid shot is NECESSARY 2 control virus-Says Pfizer CEO Albert Bourla-#LOLZ!-#Evil Fauci admits 'we don't know' what is 2 come 4 vaccines &amp; how many shots may B needed. #Plandemic  https://t.co/GQgRVlTYFm,en,"['freakout', 'lolz', 'evil', 'plandemic']",[],1049787267487813633,1049787267487813633,TrueCrimePoli,66613Skunky13,1,14,https://twitter.com/TrueCrimePoli/status/1503483747500449801,['https://mol.im/a/10611523'],[],0,,False,0,0,0,,#plandemic,,,,,,,[],,,,
1503483164203057152,1503483164203057152,1647293294000.0,2022-03-14 14:28:14,-0700,,Worth the watch and the insanity of the COVID #plandemic  https://t.co/z79z5tPVpW,en,['plandemic'],[],26909101,26909101,DPO1,Human Rights are NOT optional in a democracy!,1,14,https://twitter.com/DPO1/status/1503483164203057152,['https://tube.source.news/w/v8VntcKH2eMkDG5KLEx3Fd'],[],0,,False,0,0,0,,#plandemic,,,,,,,[],,,,
1503480203330437122,1503480203330437122,1647292588000.0,2022-03-14 14:16:28,-0700,,I couldn’t care less when a prior #potus or #celebrity tests positive for #covid who is with me? #plandemic #whereisfauci,en,"['potus', 'celebrity', 'covid', 'plandemic', 'whereisfauci']",[],1047244659590909957,1047244659590909957,sunsetsq2,sunsetsq,1,14,https://twitter.com/sunsetsq2/status/1503480203330437122,[],[],0,,False,3,0,0,,#plandemic,,,,,,,[],,,,
1503477830121893891,1503477830121893891,1647292022000.0,2022-03-14 14:07:02,-0700,,"Arrest @BillGates &amp; Fraudci, for Crimes Against Humanity! 🤓💉🤓  #ArrestBillGates #ArrestFauci #CrimesAgainstHumanity #Plandemic #Scamdemic #Convid #BigPharma #Corruption  https://t.co/s0WOFUrfKY",ca,"['arrestbillgates', 'arrestfauci', 'crimesagainsthumanity', 'plandemic', 'scamdemic', 'convid', 'bigpharma', 'corruption']",[],1458327544550371332,1458327544550371332,ShannxPennywise,🏴󠁧󠁢󠁷󠁬󠁳󠁿 Shannon S 🏴󠁧󠁢󠁷󠁬󠁳󠁿 (Backup.),1,14,https://twitter.com/ShannxPennywise/status/1503477830121893891,[],['https://pbs.twimg.com/media/FN1tHmHXwAMdrIP.jpg'],1,https://pbs.twimg.com/media/FN1tHmHXwAMdrIP.jpg,False,22,1,14,,#plandemic,,,,,,,[],,,,
1503477008562417665,1503477008562417665,1647291826000.0,2022-03-14 14:03:46,-0700,,"#WakeUp #WeDoNotConsent #CoronaVirus #Covid19 #Covid1984 #Plandemic #Scamdemic #Nuremberg2   See my recent tweets regarding ""covid"".  Twitter has shadow banned me yet again since they know I'm right over the target... One is regarding Kary M*llis, the inventor of the PCR test.",en,"['wakeup', 'wedonotconsent', 'coronavirus', 'covid19', 'covid1984', 'plandemic', 'scamdemic', 'nuremberg2']",[],1214720684,1214720684,Springjack73,Springjack73,1,14,https://twitter.com/Springjack73/status/1503477008562417665,[],[],0,,False,0,0,0,,#plandemic,,,,,,,[],,,,
1503475730142973955,1503475730142973955,1647291521000.0,2022-03-14 13:58:41,-0700,,How many of us were called conspiracy theorist for saying this 2 years ago? This is happening all over the country. Be nice if from the start we only counted those who died from covid and not with covid.  #SCAM  #Plandemic,en,"['scam', 'plandemic']",[],1266144658561945606,1266144658561945606,CheerfulPatriot,Annie The Irish Patriot 💚,1,13,https://twitter.com/CheerfulPatriot/status/1503475730142973955,[],[],0,,False,3,0,1,https://twitter.com/Dr_Hugo1/status/1503154078704152579,#plandemic,,,,,,,[],,,,
1503474568597438466,1503474568597438466,1647291245000.0,2022-03-14 13:54:05,-0700,,"#Plandemic : #Fear Is the Virus. #Truth Is the Cure New #Covid variant #DELTACRON , continues its duty without slowing down. If, after this #Russia #Ukraine drama is over, if they make our lives miserable with the #virus lies one more time &amp; try to #vaccinate people more, (1)  https://t.co/5k2FflFQfa",en,"['plandemic', 'fear', 'truth', 'covid', 'deltacron', 'russia', 'ukraine', 'virus', 'vaccinate']",[],1292872494299279371,1292872494299279371,VKazes,Vitaly Kazes,1,13,https://twitter.com/VKazes/status/1503474568597438466,[],['https://pbs.twimg.com/media/FN1p0B9VIAYO3cA.jpg'],1,https://pbs.twimg.com/media/FN1p0B9VIAYO3cA.jpg,False,0,1,0,,#plandemic,,,,,,,[],,,,
1503472925499969539,1503472925499969539,1647290853000.0,2022-03-14 13:47:33,-0700,,Simon~The Blue &amp; Yellow Of Covid #Plandemic &amp; Ukraine-A very curious coincidence.  https://t.co/9lwdcp2p5E via @YouTube  Things that make U go hmmmmm...,en,['plandemic'],[],1049787267487813633,1049787267487813633,TrueCrimePoli,66613Skunky13,1,13,https://twitter.com/TrueCrimePoli/status/1503472925499969539,['https://youtu.be/CIn-YxB5Heo'],[],0,,False,0,0,0,,#plandemic,,,,,,,[],,,,
1503458761301807109,1503458761301807109,1647287476000.0,2022-03-14 12:51:16,-0700,,🤔 The never-ending #Plandemic ... We are just in the intermission...,en,['plandemic'],[],1316344637213282304,1316344637213282304,bob_wya,Bob Wya #KBF,1,12,https://twitter.com/bob_wya/status/1503458761301807109,[],[],0,,False,0,0,0,https://twitter.com/KarenH777/status/1503264728432398337,#plandemic,,,,,,,[],,,,
1503439638635159552,1503439638635159552,1647282917000.0,2022-03-14 11:35:17,-0700,,@ScottMorrisonMP @GregHuntMP @AlboMP @MarkMcGowanMP @AnnastaciaMP @drkerrynphelps @CraigKellyMP #auspol @Dom_Perrottet   2016!!!! #Plandemic,und,"['auspol', 'plandemic']",[],1091822228792963072,1091822228792963072,LeanneH56251190,NEVER TRUST ANZ BANK 🏦🚩🚩🚩,1,11,https://twitter.com/LeanneH56251190/status/1503439638635159552,[],[],0,,False,0,0,0,https://twitter.com/43a6f0ce5dac4ea/status/1490787335897686019,#plandemic,,,,,,,[],,,,
